DBA,STREET,INCOME_LEVEL,BOROUGH,ZIPCODE,CUISINE_DESCRIPTION,SCORE,GRADE
THURSDAY KITCEHN,EAST    9 STREET,medium income,Manhattan,10009,Asian/Asian Fusion,11,A
SHOGUN,QUEENS BLVD,medium income,Queens,11375,Japanese,12,A
CITY ISLAND LOBSTER HOUSE,BRIDGE STREET,medium income,Bronx,10464,Seafood,7,A
DYLAN MURPHY'S,3 AVENUE,high income,Manhattan,10028,American,11,A
SUBWAY,EAST TREMONT AVENUE,low income,Bronx,10465,Sandwiches,8,A
HALE & HEARTY SOUP,LEXINGTON AVENUE,high income,Manhattan,10017,Soups/Salads/Sandwiches,9,A
TOASTIES,EAST   48 STREET,high income,Manhattan,10017,Sandwiches,13,A
RUBY'S RESTAURANT,VAN NEST AVENUE,low income,Bronx,10460,Spanish,24,B
LUTHUN,EAST   13 STREET,medium income,Manhattan,10009,American,11,A
ARTURO'S,YORK AVENUE,high income,Manhattan,10028,Italian,5,A
STARBUCKS COFFEE,3 AVENUE,high income,Manhattan,10017,Coffee/Tea,3,A
ETHYL'S,2 AVENUE,high income,Manhattan,10028,American,12,A
TALLGRASS BURGER,1 AVENUE,medium income,Manhattan,10009,Hamburgers,8,C
SAMMY'S ORIGINAL SHRIMP BOX,CITY ISLAND AVENUE,medium income,Bronx,10464,Seafood,13,A
SABOR A MEXICO TAQUERIA,1 AVENUE,medium income,Manhattan,10009,Mexican,7,A
THE COMFORT DINER,EAST   45 STREET,high income,Manhattan,10017,American,10,A
SPOTIFY - BARISTA BAR,GREENWICH STREET,high income,Manhattan,10007,Coffee/Tea,12,A
GINGER AND LEMONGRASS,150TH ST,medium income,Queens,11357,Asian/Asian Fusion,26,B
GEORGE KEELEY,AMSTERDAM AVENUE,high income,Manhattan,10024,American,10,A
PASTRAMI QUEEN,LEXINGTON AVENUE,high income,Manhattan,10075,Jewish/Kosher,11,A
BELLI OSTERIA,FULTON STREET,medium income,Brooklyn,11238,Italian,8,A
LILI MEXICAN RESTAURANT,EAST  138 STREET,low income,Bronx,10454,Mexican,17,B
CASSIANO'S PIZZA,3 AVENUE,high income,Manhattan,10022,Pizza,9,A
STARBUCKS,MAIN STREET,medium income,Manhattan,10044,Coffee/Tea,2,A
STARBUCKS COFFEE,MADISON AVENUE,high income,Manhattan,10028,Coffee/Tea,8,A
ANATOLIA MEDITERRENEAN CUISINE,EAST   62 STREET,high income,Manhattan,10065,Mediterranean,16,B
VAUCLUSE,PARK AVENUE,high income,Manhattan,10065,French,12,A
LAMB NOODLE SOUP,MAIN STREET,low income,Queens,11355,Chinese,10,A
ROYALE,AVENUE C,medium income,Manhattan,10009,American,22,B
OK RYAN RESTAURANT,COLLEGE POINT BLVD,low income,Queens,11355,Chinese,2,A
WEST AFRICAN RESTAURANT,EAST  169 STREET,low income,Bronx,10456,African,11,A
JERRY'S COFFEE SHOP,LONGWOOD AVENUE,low income,Bronx,10459,Sandwiches,11,A
PICCOLA TRATTORIA,MAIN STREET,medium income,Manhattan,10044,Pizza,6,A
HUABEI DUMPLING RAMEN,41ST AVE,low income,Queens,11355,Asian/Asian Fusion,14,B
EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,BOWNE STREET,low income,Queens,11355,Latin American,2,P
EL CARIDAD RESTAURANT,EAST BURNSIDE AVENUE,low income,Bronx,10453,Latin American,11,A
GREEN BEAN CAFE,YORK AVENUE,high income,Manhattan,10021,Coffee/Tea,14,B
INTERCONTINENTAL BARCLAY-LOBBY RESTAURANT,EAST   48 STREET,high income,Manhattan,10017,American,7,A
L'AMOUR,QUEENS BOULEVARD,medium income,Queens,11375,Jewish/Kosher,11,A
DELMONICO GOURMET,LEXINGTON AVENUE,high income,Manhattan,10017,American,12,A
BAYA BAR,AMBOY ROAD,medium income,Staten Island,10309,"Juice, Smoothies, Fruit Salads",10,A
MUNCH TIME,EAST  170 STREET,low income,Bronx,10452,Spanish,27,B
ELSA LA REINA DEL CHICHARRON 3,EAST  183 STREET,low income,Bronx,10453,Latin American,13,A
THE MILL,VARICK STREET,high income,Manhattan,10013,Soups/Salads/Sandwiches,13,A
FLAME,WEST   82 STREET,high income,Manhattan,10024,Asian/Asian Fusion,13,A
ROLLERJAM USA,RICHMOND VALLEY ROAD,medium income,Staten Island,10309,American,11,A
BUONA NOTTE,MULBERRY STREET,high income,Manhattan,10013,Italian,19,B
LE CHARLOT,EAST   69 STREET,high income,Manhattan,10021,French,12,A
FUSHA FUSION,1 AVENUE,high income,Manhattan,10022,Asian/Asian Fusion,13,A
LAND OF PLENTY,EAST   58 STREET,high income,Manhattan,10022,Chinese,12,A
RELIABLE FOOD,EAST   54 STREET,high income,Manhattan,10022,American,13,A
UNION CLUB OF CITY OF NEW YORK,EAST   69 STREET,high income,Manhattan,10021,French,5,A
JAGERHAUS GASTROPUB,149TH ST,medium income,Queens,11357,German,13,A
KEATS RESTAURANT,2 AVENUE,high income,Manhattan,10017,American,10,A
EAT HERE NOW,LEXINGTON AVENUE,high income,Manhattan,10065,American,5,A
TACO VELOZ VIP,EAST  138 STREET,low income,Bronx,10454,Tex-Mex,21,B
NEW HING RESTAURANT,GRAND AVENUE,low income,Bronx,10453,Chinese,2,A
Banquet Kitchen,MADISON AVENUE,high income,Manhattan,10022,American,8,A
BEST BURGER PALACE,ATLANTIC AVENUE,medium income,Brooklyn,11238,American,12,A
GREGORY'S COFFEE,LEXINGTON AVENUE,high income,Manhattan,10065,Coffee/Tea,8,A
FRESCO Y RAPIDO,EAST  174 STREET,low income,Bronx,10457,Spanish,9,A
HIBINO LIC,JACKSON AVENUE,medium income,Queens,11101,Japanese,7,A
MCDONALD'S,WEST MOUNT EDEN AVENUE,low income,Bronx,10452,Hamburgers,9,A
BURGER KING,EAST  149 STREET,low income,Bronx,10455,Hamburgers,10,A
STARBUCKS,1 AVENUE,high income,Manhattan,10021,Coffee/Tea,7,A
CHINESE TUXEDO,DOYERS STREET,high income,Manhattan,10013,Chinese,9,A
LIC GRILL INDIAN AND AMERICAN CUISINE,21ST ST,medium income,Queens,11101,Indian,8,A
KIRKLAND & ELLIS CAFE,LEXINGTON AVENUE,high income,Manhattan,10022,American,13,A
DAVIS POLK DINING ROOM,LEXINGTON AVENUE,high income,Manhattan,10017,American,5,A
POCO,AVENUE B,medium income,Manhattan,10009,Spanish,12,A
TEXAS CHICKEN & BURGERS,CROTONA PARKWAY,low income,Bronx,10460,Chicken,12,A
EVOLVE,EAST   58 STREET,high income,Manhattan,10022,American,10,A
RED OLIVE,LEXINGTON AVENUE,high income,Manhattan,10022,American,21,B
MARUZZELLA,FIRST AVENUE,high income,Manhattan,10075,Italian,6,A
BALDOR SPECIALTY FOODS,FOOD CENTER DRIVE,low income,Bronx,10474,Caribbean,4,A
MR V'S PIZZA CAFE,ARTHUR KILL ROAD,medium income,Staten Island,10309,Pizza,12,A
ISLANDER TASTE,ROSSVILLE AVENUE,medium income,Staten Island,10309,Chinese,13,A
STARBUCKS,BROADWAY,high income,Manhattan,10006,Coffee/Tea,3,A
PARM,COLUMBUS AVENUE,high income,Manhattan,10023,Italian,8,A
STARBUCKS,QUEENS BOULEVARD,medium income,Queens,11375,Coffee/Tea,9,A
HING WONG RESTAURANT,WESTCHESTER AVENUE,low income,Bronx,10455,Chinese,10,A
VISTAMAR RESTAURANT,CITY ISLAND AVENUE,medium income,Bronx,10464,Latin American,13,A
FRESH & CO.,EAST   60 STREET,high income,Manhattan,10022,Sandwiches/Salads/Mixed Buffet,12,A
DORO'S JAMAICAN RESTAURANT,EAST  165 STREET,low income,Bronx,10456,Caribbean,12,A
BURRITO MARIACHI,CHURCH STREET,high income,Manhattan,10007,Tex-Mex,5,A
CARVEL,ROSSVILLE AVENUE,medium income,Staten Island,10309,Frozen Desserts,3,A
BIG APPLE CHINESE RESTAURANT,BEACH CHANNEL DR,medium income,Queens,11694,Chinese,13,A
JUST SALAD,HUDSON ST,high income,Manhattan,10013,Salads,13,A
ORIGINAL PIZZA 167,WEST  167 STREET,low income,Bronx,10452,Pizza,11,A
LUCKY RESTAURANT,EAST  182 STREET,low income,Bronx,10457,Chinese,9,A
(LEWIS DRUG STORE) LOCANDA VINI E OLII,GATES AVENUE,medium income,Brooklyn,11238,Italian,10,A
NEW CAMERON BAKERY,CANAL STREET,high income,Manhattan,10013,Chinese,11,Z
BORIS & HORTON,AVENUE A,medium income,Manhattan,10009,Coffee/Tea,2,A
FREDDY'S PIZZA,150TH ST,medium income,Queens,11357,Pizza,12,A
ANKA GRILL,LEXINGTON AVENUE,high income,Manhattan,10022,Turkish,17,B
ALCALA RESTAURANT,EAST   44 STREET,high income,Manhattan,10017,Spanish,4,A
KENNEDY FRIED CHICKEN,EAST  174 STREET,low income,Bronx,10457,Chicken,6,A
LEYLA,WEST   74 STREET,high income,Manhattan,10023,Mediterranean,12,A
HOPS HILL,FULTON STREET,medium income,Brooklyn,11238,Sandwiches,0,A
MOONSTRUCK EATERY,EAST   58 STREET,high income,Manhattan,10022,American,19,B
HANK'S JUICY BEEF,CHAMBERS STREET,high income,Manhattan,10007,Sandwiches,6,A
ASIAN 59,EAST   59 STREET,high income,Manhattan,10022,Chinese/Japanese,18,B
NEW WOKS KITCHEN,KISSENA BLVD,low income,Queens,11355,Chinese,29,C
ZUCKER'S BAGELS AND SMOKED FISH,CHAMBERS STREET,high income,Manhattan,10007,Bagels/Pretzels,12,A
DIVINE EXPRESS CATERING,ATLANTIC AVENUE,medium income,Brooklyn,11238,African,8,A
AMBER,WEST   70 STREET,high income,Manhattan,10023,Chinese/Japanese,13,A
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Queens,11355,Chinese,13,A
456 NEW SHANGHAI RESTAURANT,MOTT STREET,high income,Manhattan,10013,Chinese,12,A
MBJ FOOD SERVICE,THOMPSON AVENUE,medium income,Queens,11101,American,4,A
IL VIOLINO,COLUMBUS AVENUE,high income,Manhattan,10023,Italian,8,A
FINANCIER PATISSERIE,VANDERBILT AVENUE,high income,Manhattan,10017,Coffee/Tea,8,P
INTERCONTINENTAL NEW YORK EMPLOYEE CAFE,EAST   48 STREET,high income,Manhattan,10017,American,10,A
STARBUCKS,1 AVENUE,high income,Manhattan,10021,Coffee/Tea,12,A
NICE ONE BAKERY,BAYARD STREET,high income,Manhattan,10013,Bakery Products/Desserts,10,A
LITTLE CAESARS,EAST  167 STREET,low income,Bronx,10452,Pizza,4,A
CRAB SHANTY,CITY ISLAND AVENUE,medium income,Bronx,10464,Seafood,7,A
TISANE PHARMACY,EAST   86 STREET,high income,Manhattan,10028,Coffee/Tea,9,A
METROPOLITAN OPERA,LINCOLN CENTER PLAZA,high income,Manhattan,10023,American,5,A
Pick-A-Bagel,LEXINGTON AVENUE,high income,Manhattan,10075,Bagels/Pretzels,60,Z
PLAYA BETTY'S,AMSTERDAM AVENUE,high income,Manhattan,10023,American,13,A
DONG KING,WEST  165 STREET,low income,Bronx,10452,Chinese,12,A
ANDA CAFE,MAIN ST,low income,Queens,11355,Coffee/Tea,0,P
ANKA GRILL,LEXINGTON AVENUE,high income,Manhattan,10022,Turkish,17,P
SHALEL,WEST   70 STREET,high income,Manhattan,10023,Mediterranean,10,A
PERRINE,EAST   61 STREET,high income,Manhattan,10065,American,11,A
XO RESTAURANT,HESTER STREET,high income,Manhattan,10013,Chinese,11,A
M & J HONG KONG STYLE,KISSENA BOULEVARD,low income,Queens,11355,Chinese,17,B
LAVAGNA,EAST    5 STREET,medium income,Manhattan,10009,Italian,4,A
BANH MI SAIGON BAKERY,GRAND STREET,high income,Manhattan,10013,Southeast Asian,13,A
SUYO GASTROFUSION,PLAZA DRIVE,low income,Bronx,10452,Spanish,10,A
LA ISLA CUCHIFRITOS,WILLIS AVENUE,low income,Bronx,10455,Latin American,11,A
NEW PEKING,CLASSON AVENUE,medium income,Brooklyn,11238,Chinese,6,A
IZZY ROSE,GREENE AVENUE,medium income,Brooklyn,11238,African,13,A
SWEET MOMENT,MOTT STREET,high income,Manhattan,10013,Coffee/Tea,2,A
BROOKLYN PIZZA MASTERS,1 AVENUE,high income,Manhattan,10022,Pizza,10,A
BIERHAUS,3 AVENUE,high income,Manhattan,10017,German,5,A
SALUGGI'S,CHURCH STREET,high income,Manhattan,10013,Italian,24,N
HARBS,3 AVENUE,high income,Manhattan,10075,Japanese,7,A
NEIL'S COFFEE SHOP,LEXINGTON AVENUE,high income,Manhattan,10021,American,12,A
THE GEORGIAN SUITE KITCHEN,EAST   77 STREET,high income,Manhattan,10075,Continental,13,A
SASABUNE EXPRESS NEW YORK,EAST   59 STREET,high income,Manhattan,10022,Japanese,5,A
APPLEBEE'S,26 AVENUE,medium income,Queens,11360,American,2,A
SUSHI NOZ,EAST   78 STREET,high income,Manhattan,10075,Japanese,13,A
BILLIARD COMPANY,AUSTIN STREET,medium income,Queens,11375,American,10,A
DOUBLE DOWN SALOON,AVENUE A,medium income,Manhattan,10009,American,4,A
DOMINO'S,CHURCH STREET,high income,Manhattan,10007,Pizza,2,A
ROYALE,AVENUE C,medium income,Manhattan,10009,American,26,B
BAGELS & CO,EAST   76 STREET,high income,Manhattan,10021,Bagels/Pretzels,4,A
GOMI-WINE-FOOD-FRIENDS,AVENUE A,medium income,Manhattan,10009,Tapas,6,A
EL RANCHITO DE DAISY,150 STREET,low income,Queens,11355,Latin American,7,A
THE DUGOUT,RIVER AVENUE,low income,Bronx,10452,American,21,B
AMORINA,VANDERBILT AVENUE,medium income,Brooklyn,11238,Italian,10,A
CAFE COSINA,JEROME AVENUE,low income,Bronx,10452,American,12,A
HONG KONG CAFE CHINESE RESTAURANT,FRANKLIN AVENUE,medium income,Brooklyn,11238,Chinese,11,A
VERDI RESTAURANT,CROSS ISLAND PARKWAY,medium income,Queens,11357,Italian,11,A
STARBUCKS,1 AVENUE,high income,Manhattan,10065,Coffee/Tea,13,A
CAMPESINO DOMINICANO RESTAURANT,UNIVERSITY AVENUE,low income,Bronx,10453,Spanish,13,A
CORK & KALE (EVEN HOTEL NEW YORK-MIDTOWN EAST),EAST   44 STREET,high income,Manhattan,10017,American,12,A
THE ROOST,AVENUE B,medium income,Manhattan,10009,Coffee/Tea,8,A
PEAK THAI,EAST   49 STREET,high income,Manhattan,10017,Thai,10,A
MOE'S GOURMET FOOD & PIZZA,WHITESTONE EXPRESSWAY,medium income,Queens,11357,American,13,A
OVERLOOK,EAST   44 STREET,high income,Manhattan,10017,American,5,A
J & J RESTAURANT & CUCHIFRITOS,EAST TREMONT AVENUE,low income,Bronx,10457,Latin American,13,A
LA PULPERIA,2 AVENUE,high income,Manhattan,10028,Latin American,12,A
THE BAR ROOM,EAST   60 STREET,high income,Manhattan,10022,American,7,A
TACO TODAY,1 AVENUE,high income,Manhattan,10028,Tex-Mex,17,B
TRIBECA ROOFTOP (10 DESBROSSES STREET),CANAL STREET,high income,Manhattan,10013,American,5,A
RUFFIAN WINE BAR,EAST    7 STREET,medium income,Manhattan,10009,Continental,7,A
TOMI JAZZ,EAST   53 STREET,high income,Manhattan,10022,Japanese,6,A
TRIBECA PARK CAFE,WALKER STREET,high income,Manhattan,10013,Sandwiches,11,A
SUSHI AZABU,GREENWICH STREET,high income,Manhattan,10013,Japanese,9,A
KO SUSHI,2 AVENUE,high income,Manhattan,10021,Japanese,13,A
STARBUCKS,3 AVENUE,high income,Manhattan,10017,Coffee/Tea,2,A
SOPHIE'S,EAST    5 STREET,medium income,Manhattan,10009,American,8,A
MANHATTAN WEST,EAST   78 STREET,high income,Manhattan,10075,American,2,A
ARTE CAFE,WEST   73 STREET,high income,Manhattan,10023,Italian,13,A
NICE ONE BAKERY,BAYARD STREET,high income,Manhattan,10013,Bakery Products/Desserts,2,A
MINAMOTO KITCHOAN,MADISON AVENUE,high income,Manhattan,10022,Japanese,3,A
YI FANG TAIWAN FRUIT TEA,21ST ST,medium income,Queens,11101,Coffee/Tea,13,A
VANESSA'S DUMPLINGS HOUSE,47TH AVE,medium income,Queens,11101,Chinese,5,A
KEVIN CAR WASH AND DELICATESSEN,THIRD AVENUE,low income,Bronx,10456,Spanish,12,A
LA GIOCONDA,EAST   53 STREET,high income,Manhattan,10022,Italian,4,A
MISSION CEVICHE,2 AVENUE,high income,Manhattan,10021,Peruvian,12,A
La Patrona,EAST  149 STREET,low income,Bronx,10455,Mexican,2,A
DUNKIN,EAST  138 STREET,low income,Bronx,10454,American,12,A
CANTON LOUNGE,MOTT STREET,high income,Manhattan,10013,Chinese,10,A
PINO'S PIZZERIA,ROSSVILLE AVENUE,medium income,Staten Island,10309,Soul Food,12,A
PETRARCA,WHITE STREET,high income,Manhattan,10013,Italian,12,A
NUMERO 28,1 AVENUE,high income,Manhattan,10021,Italian,30,C
BOARDWALK BAGEL,ROCKAWAY BEACH DRIVE,medium income,Queens,11694,Bagels/Pretzels,13,A
CRAVE FISH BAR,AMSTERDAM AVENUE,high income,Manhattan,10024,American,12,A
BLACK SEED BAGELS,1 AVENUE,medium income,Manhattan,10009,Bagels/Pretzels,10,A
DANCING CRANE CAFE (BX ZOO),SOUTHERN BOULEVARD,low income,Bronx,10460,American,8,A
CABANA,70 ROAD,medium income,Queens,11375,Latin American,10,A
TOV-LI SHAWARMA,108TH ST,medium income,Queens,11375,Jewish/Kosher,21,N
LEVANTE,JACKSON AVE,medium income,Queens,11101,Italian,5,A
GOURMET BAGEL,LEXINGTON AVENUE,high income,Manhattan,10065,Sandwiches,8,A
LAN LARB SOHO,CENTRE STREET,high income,Manhattan,10013,Thai,13,Z
MEL'S BURGER,2 AVENUE,high income,Manhattan,10021,American,5,A
J C GREEN LIFE NYC,OGDEN AVENUE,low income,Bronx,10452,American,28,N
CHERRY TAVERN,EAST    6 STREET,medium income,Manhattan,10009,American,18,P
SUNDAE SHOP & SNACKS,SOUTHERN BOULEVARD,low income,Bronx,10460,American,0,A
EL VALLE RESTAURANT,SOUTHERN BOULEVARD,low income,Bronx,10455,Latin American,9,A
THE HAIRY LEMON,AVENUE B,medium income,Manhattan,10009,American,6,A
NEW PEKING RESTAURANT,EAST  183 STREET,low income,Bronx,10453,Chinese,17,B
HANK'S JUICY BEEF,CHAMBERS STREET,high income,Manhattan,10007,Sandwiches,4,A
ESS-A-BAGEL,1 AVENUE,medium income,Manhattan,10009,American,10,A
Coney Island Baby,AVENUE A,medium income,Manhattan,10009,American,7,A
SAKE BAR SATSKO,EAST    7 STREET,medium income,Manhattan,10009,Japanese,12,A
DA LONG YI HOT POT,CANAL STREET,high income,Manhattan,10013,Chinese,12,A
AMERICAN CUT,EAST   56 STREET,high income,Manhattan,10022,American,10,A
COFFEE DELIGHT,WILLIS AVENUE,low income,Bronx,10455,American,7,A
BLUESTONE LANE,AMSTERDAM AVENUE,high income,Manhattan,10024,Australian,21,B
MCDONALD'S #23105,ATLANTIC AVENUE,medium income,Brooklyn,11238,Hamburgers,13,A
BLISS BOWL,GREENWICH STREET,high income,Manhattan,10007,Asian/Asian Fusion,12,A
KENNEDY FRIED CHICKEN,JEROME AVENUE,low income,Bronx,10453,American,12,A
MAMAN,WEST BROADWAY,high income,Manhattan,10013,Sandwiches/Salads/Mixed Buffet,15,B
BAR HUGO,GREENWICH STREET,high income,Manhattan,10013,American,9,A
UNITED GROCERY & DELI,HUDSON STREET,high income,Manhattan,10013,Sandwiches,10,Z
COASTAL FROZEN YOGURT,ROCKAWAY BEACH DR,medium income,Queens,11694,Frozen Desserts,3,A
GLAZE,LEXINGTON AVENUE,high income,Manhattan,10022,Japanese,11,A
MILLIE'S DELI,JACKSON AVENUE,medium income,Queens,11101,Sandwiches,54,C
SUSHI YASUDA,EAST   43 STREET,high income,Manhattan,10017,Japanese,10,A
WHITMAN'S,EAST    9 STREET,medium income,Manhattan,10009,American,11,A
DA RAFFAELE,1 AVENUE,high income,Manhattan,10022,Italian,13,A
CHICK-FIL-A,3 AVENUE,high income,Manhattan,10028,Chicken,7,A
ART CAFE + BAR,PACIFIC STREET,medium income,Brooklyn,11238,American,4,A
PHO BEST,MAIN STREET,low income,Queens,11355,Southeast Asian,7,A
KNICKERBOCKER CLUB,EAST   62 STREET,high income,Manhattan,10065,American,11,A
MUJI COFFEE,EAST   59 STREET,high income,Manhattan,10022,Coffee/Tea,3,A
KURA,ST MARKS PLACE,medium income,Manhattan,10009,Japanese,2,A
PEARL INDIAN RESTAURANT,FRANKLIN AVENUE,medium income,Brooklyn,11238,Indian,9,P
MILLIE'S OF STATEN ISLAND,BRICKTOWN WAY,medium income,Staten Island,10309,Italian,9,A
ASIAN BOWL,QUEENS BLVD,medium income,Queens,11375,Asian/Asian Fusion,8,A
PFIZER CAFE,EAST   42 STREET,high income,Manhattan,10017,American,12,A
CONTINENTAL LUNCHEONETTE & DELI,METROPOLITAN AVENUE,medium income,Queens,11375,Sandwiches,5,A
VIN SUR VINGT,WEST   84 STREET,high income,Manhattan,10024,French,5,A
PARIS BAGUETTE,CONTINENTAL AVE,medium income,Queens,11375,Bakery Products/Desserts,12,A
STARBUCKS,2 AVENUE,high income,Manhattan,10016,Coffee/Tea,2,A
TACOS EL TORITO VERSATILE,MELROSE AVENUE,low income,Bronx,10455,Tex-Mex,13,A
CIRO'S PIZZA,BEACH  116 STREET,medium income,Queens,11694,Pizza,8,A
SUBWAY,EAST  149 STREET,low income,Bronx,10455,Sandwiches,3,A
GRK,LEXINGTON AVENUE,high income,Manhattan,10017,Greek,12,A
STARBUCKS,1 AVENUE,medium income,Manhattan,10021,Coffee/Tea,11,A
STARBUCKS,2 AVENUE,high income,Manhattan,10021,Coffee/Tea,7,A
PROLETARIAT NY,ST MARKS PLACE,medium income,Manhattan,10009,American,5,A
MI BAKERY & CAFE,WEST  183 STREET,low income,Bronx,10453,Bakery Products/Desserts,9,A
LA GOURMET,EAST   58 STREET,high income,Manhattan,10022,American,9,A
MORENA RESTAURANT,JEROME AVENUE,low income,Bronx,10453,Latin American,23,B
SENN THAI COMFORT FOOD,AMSTERDAM AVENUE,high income,Manhattan,10024,Thai,4,P
ALIMAMA TEA CAFE,BAYARD STREET,high income,Manhattan,10013,Coffee/Tea,4,A
SEASHORE RESTAURANT,CITY ISLAND AVENUE,medium income,Bronx,10464,Seafood,10,A
MAMAN HUDSON,HUDSON STREET,high income,Manhattan,10013,Coffee/Tea,10,A
OFFICE COFFEE,CANAL STREET,high income,Manhattan,10013,Coffee/Tea,12,A
619 BAR & RESTAURANT EL SALVADORENO,EAST  151 STREET,low income,Bronx,10455,Latin American,7,A
BAR BOULUD,BROADWAY,high income,Manhattan,10023,French,13,A
MAGNOLIA BAKERY,EAST   42 STREET,high income,Manhattan,10017,Bakery Products/Desserts,5,A
DESERT RAIN LOUNGE,METROPOLITAN AVE,medium income,Queens,11375,American,12,A
MCDONALD'S,3RD AVE @164TH ST E,low income,Bronx,10456,Hamburgers,5,A
CJ DIAMOND CAFE,COLLEGE POINT BLVD,low income,Queens,11355,Chinese,5,A
GOOD TASTE 666,MAIN ST,low income,Queens,11355,Chinese,20,B
WILLIAMSBURG PIZZA,2 AVENUE,high income,Manhattan,10028,Pizza,2,A
PARADISE JUICE GARDEN,EDWARD L GRANT HIGHWAY,low income,Bronx,10452,"Juice, Smoothies, Fruit Salads",37,C
THE WHEELTAPPER,EAST   44 STREET,high income,Manhattan,10017,American,12,A
DIG INN,1 AVENUE,high income,Manhattan,10021,American,9,A
POPEYES,GRAND CONCOURSE,low income,Bronx,10453,Chicken,5,A
NANCY WHISKEY PUB,LISPENARD STREET,high income,Manhattan,10013,American,9,A
BEDLAM,AVENUE C,medium income,Manhattan,10009,American,12,A
A & S Water's Edge Cafe,9TH AVE,medium income,Queens,11357,American,5,A
SUBWAY,3 AVENUE,high income,Manhattan,10029,Sandwiches,16,B
MARIO'S PIZZA 2,WESTCHESTER AVENUE,low income,Bronx,10459,Pizza,13,A
GUEROS BROOKLYN,PROSPECT PLACE,medium income,Brooklyn,11238,Tex-Mex,23,B
CHIPILO ITALIAN SANDWICH SHOP,MULBERRY STREET,high income,Manhattan,10013,Italian,2,A
MOTORINO,COLUMBUS AVENUE,high income,Manhattan,10024,Pizza,5,A
MCDONALD'S,3 AVENUE,low income,Manhattan,10022,Hamburgers,4,A
MCDONALD'S,3 AVENUE,high income,Manhattan,10029,Hamburgers,13,A
LOLLIPOPS,CROSS ISLAND PARKWAY,medium income,Queens,11357,American,12,A
INTERCONTINENTAL BARCLAY-LOBBY RESTAURANT,EAST   48 STREET,high income,Manhattan,10017,American,10,A
AFRICAN HOME RESTAURANT,EAST TREMONT AVENUE,low income,Bronx,10453,African,16,B
OUTSIDE LOOKING IN RESTAURANT & LOUNGE,CARTER AVENUE,low income,Bronx,10457,Spanish,21,N
AITA TRATTORIA,FRANKLIN AVENUE,medium income,Brooklyn,11238,Italian,12,A
HAN JOO BBQ CYCJ,149TH PL,low income,Queens,11355,Korean,5,A
HAINA RESTAURANT,UNIVERSITY AVENUE,low income,Bronx,10453,Spanish,7,A
DORADO TACOS,LEXINGTON AVENUE,high income,Manhattan,10022,Italian,7,A
LA MERCERIE,HOWARD STREET,high income,Manhattan,10013,French,9,A
GANTRY BAR & KITCHEN,VERNON BLVD,medium income,Queens,11101,American,10,A
NOBLESSE HOUSE,41ST AVE,low income,Queens,11355,Korean,9,A
HE NAN CUISINE,41ST AVE,low income,Queens,11355,Chinese,13,A
BUSTAN,AMSTERDAM AVENUE,high income,Manhattan,10024,Mediterranean,17,N
STARBUCKS,LEXINGTON AVENUE,high income,Manhattan,10028,Coffee/Tea,2,A
PLEROMA,EAST   42 STREET,high income,Manhattan,10017,Sandwiches,11,A
P.J. CLARKE'S,WEST   63 STREET,high income,Manhattan,10023,American,42,N
NOURISH THAI,VANDERBILT AVENUE,medium income,Brooklyn,11238,Thai,26,B
I-FORTUNE COOKIE,21ST ST,medium income,Queens,11101,Chinese,12,A
MIKES PIZZA,YELLOWSTONE BOULEVARD,medium income,Queens,11375,Pizza,9,Z
THE VILLAGE GREEN,150TH ST,medium income,Queens,11357,American,5,A
STARBUCKS #54446,LAFAYETTE AVENUE,medium income,Brooklyn,11238,Coffee/Tea,8,A
STOUT,EAST   41 STREET,high income,Manhattan,10017,American,9,A
Boyce Technologies Inc.,PEARSON PL,medium income,Queens,11101,American,10,A
TOFU TOFU,BOWERY,high income,Manhattan,10013,Korean,2,P
